capability_id,capability_name,level,rewritten_criteria
911,MLOps,3,"The organization has a well-structured Machine Learning Operations (ML Ops) program, which includes clearly defined roles, managed data, model management, and orchestration. The roles within the ML Ops program, such as Subject Matter Experts, Data Scientists, Data Analysts, Data Engineers, Machine Learning Model Engineers, Data Stewards, DevOps, Model Risk Managers/Auditors, and Machine Learning Architects, are meticulously documented and distinctly delineated."
911,MLOps,4,"The organization has initiated optimization of the ML Ops program through systematic experimentation. An automated process is in place for orchestrating the ML pipeline, streamlining the experimentation process."
911,MLOps,5,"The organization possesses sophisticated ML Ops capabilities that are largely automated. The transition of models from the experimental stage to deployment is highly streamlined. These models are monitored automatically, exhibit complete transparency, and undergo regular retraining. Data Scientists are allocated tasks that hold the most value, while other roles provide well-defined support. Complex orchestrations are automated and testing is consistently conducted throughout the pipeline for model validation."
912,"Streaming, Predictive and Prescriptive Analytics",1,"The organization is cognizant of its analytical needs and has laid down an initial vision and strategy to meet them. The primary objectives and use cases have been outlined. Although current efforts might be dispersed or vary across units, the organization recognizes the importance of creating a unified approach through a preliminary data analytics vision and strategy."
912,"Streaming, Predictive and Prescriptive Analytics",2,"The organization has implemented robust methods for descriptive analytics, ensuring scalability. This includes a well-documented vision and strategy for both data analytics and AI data analytics."
912,"Streaming, Predictive and Prescriptive Analytics",3,"The organization is expanding its analytical methods through a developed ML Ops function, AI ethics, and data quality management. There is an increasing interest in using data for prescriptive analytics. The development of predictive algorithms is ongoing, and real-time data streams are established with specific streaming analytics processes."
912,"Streaming, Predictive and Prescriptive Analytics",4,"The organization applies analytics to speed up the realization of value, minimize risk, and discover new opportunities in the market. The analytics processes are under constant surveillance and improvement. The performance of algorithms is regularly assessed for any deviations from the model. Additionally, analytics are consistently monitored to identify and rectify any faults."
912,"Streaming, Predictive and Prescriptive Analytics",5,"The organization utilizes prescriptive analytics to guide all kinds of decisions, including tactical, operational, strategic, investment, and business-related ones. The outcomes of these decisions are regularly tracked and the prescriptive analytics methods are constantly refined for better results. Procedures for Prescriptive Mathematical Modeling are established and operational."
913,Technology Adoption and Utilization,1,"As a business consultant, I need the original criterion to provide a revised version. Please provide the text or statement you want to be rewritten for clarity and readability."
913,Technology Adoption and Utilization,2,"As a business consultant, I'm unable to provide a revision as there's no original criterion provided for me to rewrite. Please provide the information you'd like me to work on."
913,Technology Adoption and Utilization,3,"As a business consultant, I'm unable to provide a revision as there is no original criterion provided for me to rewrite. Please provide the text you'd like me to revise."
913,Technology Adoption and Utilization,4,"The technology used is specifically aligned with desired business results, and its effectiveness is regularly reassessed based on different levels of value. The alignment of technology to business outcomes is evaluated based on the achievement of these outcomes."
913,Technology Adoption and Utilization,5,"After the implementation and enablement process, the committed Return on Investments (ROIs) are validated to assess if the technology acquisition was justified. The ROIs, which were committed during the technology acquisition, are validated within a pre-defined time frame to confirm the effectiveness of the technology adoption."
914,Classification,1,"The organization is currently establishing a framework and policy for data classification. Concurrently, it is also gaining insight into the significance and benefits of data classification."
914,Classification,2,"The original criterion states that data is classified in a basic manner. The classification of data stores is not consistent but rather occasional, typically based on specific cases or needs, particularly those of high importance. A policy for data classification has been established."
914,Classification,3,"As a professional business consultant, I need the original criterion to rewrite it for clarity and readability. Please provide the original criterion."
914,Classification,4,"As a business consultant, I'm unable to rewrite the original criterion as it's not provided in your request. Please provide the specific criterion you'd like me to revise for clarity and readability."
914,Classification,5,"The organization regularly reviews and verifies the classification of data to ensure its accuracy. This process, known as reconciliation, ensures that any changes in data classifications due to regulatory or business activities are accurately reflected. This gives the organization confidence that the data is appropriately classified."
915,Data Access (Rights),1,The company sets up the basis for permissions and rights. The strategy is outlined and recorded in a draft document.
915,Data Access (Rights),2,The organization utilizes a policy-driven authorization system to regulate access to its resources and services. The strategy includes defined and documented processes and procedures.
915,Data Access (Rights),3,"The organization utilizes immediate data insights to oversee authorization policy. Furthermore, the incorporation of privilege management and risk analysis allows for effective risk management. This includes the integration of Privileged Access Management (PAM) with Privileged User Management."
915,Data Access (Rights),4,"As a business consultant, I need the original criterion to revise it for clarity and readability. Please provide the criterion you'd like me to work on."
915,Data Access (Rights),5,The AI-based authorization system enhances policy by utilizing insights and prioritizes the optimization of the least privilege strategy. It's fully integrated with the established least privilege framework.
916,Data Encryption,1,"The organization is aware and has established a data encryption strategy and related architecture, focusing on securing sensitive data without violating customer privacy or revealing crucial intellectual property. Basic encryption of data is implemented both at rest and during transit. The strategy is clearly defined and documented in a draft."
916,Data Encryption,2,"As a business consultant, I'm unable to revise the text as there's no original criterion provided. Please provide the text you would like me to revise."
916,Data Encryption,3,"The organization implements robust data encryption methods, encompassing change management and key rotation. It also ensures strong encryption for data in use or in memory."
916,Data Encryption,4,The organization ensures data integrity and conducts audits on cryptographic keys. A Key Escrow system is in place.
917,Data Loss Prevention,1,"As a business consultant, I'm unable to provide a revision as there is no original criterion provided for me to rewrite. Please provide the original criterion for me to assist you further."
917,Data Loss Prevention,2,"The organization has implemented an enterprise-level solution for data loss prevention, with a particular emphasis on safeguarding against ransomware. Concurrently, a data classification process is in progress. This process involves identifying the most sensitive data, formally categorizing it, and applying appropriate tags."
917,Data Loss Prevention,3,The organization has implemented ransomware protection measures and expanded Data Loss Prevention (DLP) to the public cloud. The ransomware protection strategy includes a data monitoring process with immutable backups and unchangeable logs.
917,Data Loss Prevention,4,The organization acknowledges the importance of identifying data irregularities and enhancing protections against internal threats. A system for tracking and monitoring data anomalies is established to verify data accuracy and safeguard against SQL injection attacks.
917,Data Loss Prevention,5,The organization has chosen to implement AI/ML for monitoring user activities to identify irregularities. This involves using User/Entity Behavior Analytics where centralized and correlated logs are analyzed by AI/ML models to detect behavioral anomalies.
918,Data Obfuscation,1,"The company sets the groundwork for data obfuscation by ensuring consensus among all crucial stakeholders regarding the method. The strategy is currently being outlined. Sensitive data has been identified in non-production settings like testing, development, and quality assurance ecosystems."
918,Data Obfuscation,2,"The organization uses data obfuscation tools to protect sensitive data in non-production environments. The strategy for data obfuscation has received approval from the IT department, Legal team, Information Security, Risk Management, and the privacy office."
918,Data Obfuscation,3,"As a professional business consultant, I'm unable to rewrite the criterion as there is no original criterion provided. Please provide the text you'd like me to revise."
918,Data Obfuscation,4,"The organization enhances its data protection methods and mandates data obfuscation for all shared information. It has incorporated additional data obfuscation techniques like redaction, noise introduction, and scrambling into its capabilities."
918,Data Obfuscation,5,The organization utilizes processes that prevent reversibility to safeguard its data. These processes account for 99% of the sensitive data stored in the hybrid cloud.
919,Regulatory Compliance,1,"The organization recognizes the importance of defining data compliance requirements. Its operations are confined to a single country, and all its customers are from the same nation. By default, the organization maintains data sovereignty. It has a privacy policy in place, and for organizations based in the US, there is a primary focus on adhering to the Gramm Leach Bliley Act (GLBA). This includes having a prepared privacy policy and a process for notifying about data breaches."
919,Regulatory Compliance,2,"Identified broader regulatory compliance frameworks that are relevant. Initiated preliminary compliance efforts. Implemented data segregation policies specific to use-cases, based on privacy regulations and supervised by the Privacy Office, and possibly the Sustainability Office. Began initial auditability efforts. Documented applicable data regulations. Engaged with the Legal team and identified relevant regulations."
919,Regulatory Compliance,3,"All necessary data compliance and reporting duties have been clearly defined and documented. These responsibilities have been appropriately delegated. Vendor contracts have been verified to include the necessary security, privacy, and ESG terms related to protected data. A universal policy has been established, which is regularly reviewed for any regulatory updates, and has the authority to enforce compliance. Data systems are separated and have controls in place for validation and alerts. The Privacy office, data governance, or compliance program oversees the adherence to sovereignty requirements. All data compliance and reporting responsibilities have been formally established."
919,Regulatory Compliance,4,"The company has a comprehensive risk management system that aligns with relevant regulatory frameworks, ensuring data compliance and regulatory reporting. There is a technology system in place that automatically manages, directs, and segregates data traffic as needed, based on approval flows. The system also automatically audits compliance and enforces rules thoroughly. The Governance, Risk Management, and Compliance (GRC) system monitors regulatory changes and new requirements. A fully automated policy alert program is in place to prompt policy reviews when new sovereignty regulations are passed, typically through the GRC system."
920,Archiving,1,"A cross-functional team is currently formulating a data archival strategy and developing its business case. The archiving capability is significantly influenced by contemporary data and analytics solutions such as Big Data, Data Lake, IoT, and Advanced Analytics (AI, DL, NLP, Generative AI & LLM, etc.). These technologies necessitate a substantial paradigm shift in archiving. Hence, the organization has assembled a cross-functional team to devise an archival strategy, taking into account the latency requirements."
920,Archiving,3,"Data archiving processes and systems are tailored to suit the specific types of data, their patterns, and requirements. Standards for data retention are clearly defined, and procedures for ensuring compliance are in place. However, it's important to note that a single archiving platform may not be suitable for all data. For instance, while MAPR can archive data within its own Data Lake, it's possible that data may also be stored in various other repositories that require different archiving systems. An example of this is the copies of CDRs stored by telecommunications operators on dedicated systems due to national legal regulations."
920,Archiving,2,"The organization has established a data archival strategy, taking into account latency requirements. Additionally, a business case supporting this strategy has been formulated."
920,Archiving,4,"Service levels have been established for all types of data - structured, semi-structured, and non-structured. There are also specified service levels for archive recovery."
920,Archiving,5,"Automated data archiving is implemented, utilizing data tagging for both storage and retrieval processes."
921,Data Formats,1,The RDBMS systems currently in use support basic data formats and types. There is limited support for custom or complex data formats. Standards for data formats and types are under development. Policies for RDBMS-supported data formats and types are also being established.
921,Data Formats,2,Support is provided for all standard data formats and types in the industry. Custom coding is necessary for handling complex data types and formats. The supported data formats and types are defined and published according to standards. This includes semi-structured data formats and all standard data types.
921,Data Formats,3,"As a business consultant, I'm unable to provide a revised version of the criterion as there is no original criterion provided in your request. Please provide the original criterion that you'd like me to revise for clarity and readability."
921,Data Formats,4,"The system supports all data formats and types, including custom ones. It can also manage any complex data formats using integration tools."
921,Data Formats,5,"Criterion: The organization has adopted tools and standards across all departments to accommodate various data formats and types. This allows for a seamless exchange of data. Standardized libraries that can be reused are widely known and utilized. The use of these standards, tools, and support for diverse data types and formats is widespread throughout the enterprise."
922,Data Life Cycle Management,1,The organization is in the process of defining a data life-cycle strategy and developing a business case. This strategy includes clearly defined data phases.
922,Data Life Cycle Management,2,"The standards for managing the data lifecycle have been established, along with the processes for ensuring compliance. A clear strategy for the data lifecycle has also been defined."
922,Data Life Cycle Management,3,"Monitoring for data lifecycle management is established for all types of data, including structured, semi-structured, and non-structured. This monitoring system is actively alerting."
922,Data Life Cycle Management,4,"As a professional business consultant, it's essential for me to understand your request. However, you haven't provided an original criterion for me to revise. Could you please provide the text you'd like me to rewrite?"
922,Data Life Cycle Management,5,Machine learning is utilized to automatically categorize content and implement lifecycle policies. This technology aids in the automatic classification of data lifecycle.
924,Storage Tiering,1,"The organization uses a fundamental two-tier storage system, differentiating between data that is regularly accessed and data that is archived. They have formulated a tiering strategy, showing comprehension of latency needs in their data storage approach. The organization has prepared a draft of this data storage tiering strategy, taking into account latency requirements."
924,Storage Tiering,2,"The organization maintains a structured multi-level storage system, with clearly established and publicly accessible standards. The strategy for this tiered system is thoroughly documented."
924,Storage Tiering,3,"Standards for tiering are applied across the entire enterprise. The allocation of storage tiers depends on factors such as storage cost, data classification, and data age. Manual adjustments are made when there are changes in data classification or age. The tiering system supports all types of data, including structured, semi-structured, and non-structured. This ensures that every piece of data, regardless of its structure, is accommodated within the tiering framework."
924,Storage Tiering,4,The system is fully automated for assigning and transitioning tiers. This tiering automation utilizes data tagging to ensure smooth operations.
925,Account/Subscription Automation,1,"Accounts are manually created based on individual team needs. Each team has the autonomy to create their own accounts according to their specific requirements. A small fraction, about 10%, of teams utilize accounts or subscriptions that are generated through automated processes."
925,Account/Subscription Automation,2,"Account creation is uniformly performed manually across multiple teams. However, only 25% of these teams utilize accounts or subscriptions generated through automated processes."
925,Account/Subscription Automation,3,"Design standards for accounts and subscriptions have been set. These standards include appropriate security measures during account creation. We consistently create separate, purpose-specific accounts through a standardized, automated process. Half of our teams use accounts or subscriptions that were created using this automated process."
925,Account/Subscription Automation,4,"The process of account creation is entirely automated and self-service based. This includes the use of pre-set tools for aspects such as security, cost management, logging, and monitoring. A standard has been set for creating accounts. Currently, 75% of teams utilize accounts or subscriptions that have been created through this automated process."
925,Account/Subscription Automation,5,"The account creation process is entirely self-service. It utilizes CI/CD automation, which incorporates pre-set tools for security, cost management, logging, and monitoring. It also offers flexible and customizable multi-cloud account features. There are well-documented standards for creating accounts. Almost all teams use accounts or subscriptions that were created through automation."
926,Automation Framework,1,"A small number of teams sporadically use automation tools. The tools used vary and there is minimal sharing among teams. There are multiple source code repositories, configuration management systems, and orchestration engines in existence."
926,Automation Framework,2,"Most teams regularly utilize basic automation, employing a variety of tools. There is a degree of tool sharing between teams. Standards have been established for Infrastructure-as-code, automation tooling, and deployment. Certain applications and infrastructure deployments are taking advantage of pipelines integrated with source code and binary repositories."
926,Automation Framework,3,"The organization possesses a comprehensive and uniform set of tools and processes designed to meet all infrastructure requirements. Tools to aid in application development and deployment have been determined and created. Standardized templates for infrastructure are developed and currently in use for deployment purposes. Automation deployments are available on-demand through a self-service portal, which is integrated with automation tools."
926,Automation Framework,4,The organization possesses a thorough tooling framework that caters to both infrastructure and application requirements. All teams collectively develop and share a template repository. Automated deployments are facilitated through event-based triggers like code commits and scheduled deployments.
926,Automation Framework,5,"The organization possesses an all-encompassing Automation Tooling Framework that caters to all infrastructure, application, and testing requirements. A template library, developed and maintained by all teams, is also in place. The framework's value is regularly assessed by the leadership, who suggest updates or changes based on evolving business needs. The framework facilitates entirely touch-free automation, eliminating the need for manual steps in over 90% of deployments."
927,Continuous Compliance Automation,1,"Ad Hoc, Manual: Problems are manually addressed and identified through bug reports. There is no adherence to a specific security or compliance framework. Compliance issues are detected manually through bug or issue reports."
927,Continuous Compliance Automation,2,Criterion: Definition of Standards: Clearly defined standards should be followed. External compliance requirements should be identified. Major opportunities for automation should be recognized and a plan for implementation should be created. The organization must align itself with a specific security compliance framework.
927,Continuous Compliance Automation,3,"Automated Monitoring and Reporting: The organization should implement automated compliance scanning and reporting across all operational environments. While some corrective measures are scripted, they require manual initiation. The organization should also script commonly used remediation processes."
927,Continuous Compliance Automation,4,"Criterion: Proactive Remediation: Automation is used to manage common compliance issues, which are triggered by compliance scan findings or other automated processes. Alerts are created upon remediation. Compliance training and best practices are incorporated into infrastructure design patterns. Relevant metrics are established and assessed. Manual validation of compliance is required for design patterns. The organization is expected to automate common remediations."
927,Continuous Compliance Automation,5,"The criterion is as follows: The system should be fully automated, ensuring that 90% of problems are resolved automatically. Alerts should be generated upon each resolution. Reporting of metrics and defining accountability are required. Prior to approval, design patterns must undergo automatic validation. The organization must ensure that automatic remediation is achieved for 90% of issues."
928,Core Infrastructure Automation,1,"The infrastructure deployment process is manual, leading to extended completion times due to numerous transfers between isolated infrastructure teams. Some teams might use non-standardized scripts and tools for deployment. The process of account or subscription creation is also manual. Infrastructure templates and Infrastructure as Code are available, but they only support automated deployments for less than or equal to 10% of standard infrastructure components."
928,Core Infrastructure Automation,2,"Criterion: Defining Standards: The organization has established standards for fundamental infrastructure patterns, and the deployment process is well-defined. There are manual transitions, with some teams utilizing cloud-native automation templates. However, the deployment of these templates is primarily manual. Account or subscription creation is also manual. The organization should have an infrastructure as code in place to support at least 25% of standard infrastructure components deployments."
928,Core Infrastructure Automation,3,"Repeatable: The organization utilizes an automation framework for the deployment of standardized infrastructure, which also integrates with services on the cloud platform such as shared services and security. While there is still some manual deployment, particularly for external on-premise system integration, the creation of accounts or subscriptions is completely automated. The organization should have an infrastructure as code in place, capable of supporting deployments of at least 50% of standard infrastructure components."
928,Core Infrastructure Automation,4,"Managed: Infrastructure can be self-requested and self-deployed through a portal. The creation of accounts or subscriptions is also self-service. The deployment process incorporates a range of tools for automated testing and qualification of the newly implemented infrastructure, limiting manual steps to approval process gates only. Automated deployments are closely integrated with both cloud support platforms and core on-premise systems. The organization should maintain an infrastructure as code to support deployments of 75% or more of standard infrastructure components."
928,Core Infrastructure Automation,5,"As a business consultant, I'm unable to rewrite the criterion as the original criterion is not provided. Please provide the original criterion for me to revise."
929,Deployment Management,1,"As a business consultant, I'm unable to rewrite the criterion as the original criterion is not provided. Please provide the text that you would like me to revise."
929,Deployment Management,2,"The Deployment Management process is implemented to guarantee a seamless and effective delivery of new software updates to end-users, with a focus on reducing disturbances and preserving the stability of the production environment. While some deployments are automated, a significant number remain manual. The review and approval processes for deployment management are less than 50% automated."
929,Deployment Management,3,"All appropriate teams utilize deployment management software that facilitates automated releases for all projects and ensures uniform deployment management procedures among delivery teams. Most releases are automated. For non-exception releases, more than 50% of the deployment management review and approval processes are automated."
929,Deployment Management,4,"As a professional business consultant, I need the original criterion to rewrite it for clarity and readability. Currently, no original criterion is provided in your request. Could you please provide the original criterion?"
929,Deployment Management,5,"Every team utilizes deployment management software that enables automated releases for each project, maintaining a uniform deployment process throughout all delivery teams. There are dedicated resources available for support. All teams have widely adopted this system and it's formalized across the board. Leadership regularly reviews the status of continuous improvement. The release management is fully automated, requiring no manual intervention. The same release management software that supports automated releases is used for every project across all teams."
930,Event Correlation and Dashboards,1,"The organization should ensure that more teams utilize basic tools internally, moving beyond limited use and introducing automation where possible. The absence of standards and the lack of tool or design sharing across the business need to be addressed. Improve the basic capturing and correlation methods currently in place. Replace adhoc, manual event capture, correlation, and analysis practices with more structured and automated processes."
930,Event Correlation and Dashboards,2,"Most teams employ fundamental event correlation methods and algorithms, which moderately succeed in decreasing the signal noise ratio. Each team operates with its own internal systems and tools, which are not shared across the organization. Every team utilizes its unique processes and tools. The organization should ensure the following:"
930,Event Correlation and Dashboards,3,"Every team within the organization effectively utilizes a standardized event correlation process and algorithms, which significantly reduces the signal noise ratio. The organization shares systems and tool frameworks. Established guidelines, standards, and techniques for event correlation are in place. The organization is responsible for ensuring:"
930,Event Correlation and Dashboards,4,"Every team within the organization utilizes a defined process for event correlation, which includes specific algorithms. This process is highly effective in minimizing signal noise. The organization shares systems and tools frameworks, which are regularly updated to enhance their efficiency. The organization has set guidelines, standards, and techniques for event correlation. As an organization, it's essential to ensure:"
930,Event Correlation and Dashboards,5,"Every team utilizes the event correlation processes and algorithms defined by the organization, effectively minimizing signal noise. The organization shares systems and tool frameworks, consistently updating them to enhance their efficiency. There are dedicated resources available to assist these efforts, and their use is widespread and standardized across all teams. The leadership regularly reviews and adjusts the event correlation processes and algorithms as required to meet business needs. Guidelines, standards, and techniques for event correlation have been established. The organization must ensure the following:"
931,Gold Standard Image Templates,1,"Each team should utilize their individual baseline image. However, only a handful of these images are frequently updated with security patches, and these updates are manually applied. The use of baseline images is nonstandard and inconsistent across the organization. It is crucial for the organization to ensure:"
931,Gold Standard Image Templates,2,"Ensure that as an organization, some teams are utilizing baseline images that adhere to industry standards, such as CIS."
931,Gold Standard Image Templates,3,"The gold standard image baking process is clearly defined and automated, including image patching and security measures, as well as vulnerability scanning. This automated, secure process utilizes industry standard sources, such as CIS. All teams are required to use these gold standard images, with an exception process in place for teams that are non-compliant."
931,Gold Standard Image Templates,4,"Majority of the teams utilize images derived from top-quality image templates. The image creation process is automated and secure, employing industry-standard sources such as CIS. All teams are expected to use these premium images, with a provision for exceptions or permissions granted to teams not adhering to this standard."
931,Gold Standard Image Templates,5,"Every team utilizes images derived from the gold standard templates. The process of scanning, remediation, and refreshing is automated. Outdated or expired images are automatically flagged and removed. The image baking process is automated and secure, employing industry standard sources such as CIS. Without exception, all teams use these golden images."
932,Logging,1,"The organization primarily uses basic, manual log aggregation methods with minimal automation. Teams operate in silos, with little to no sharing of systems, tools, frameworks, and standards. Logging designs and implementations are typically custom and unique, rather than standardized. It is crucial for the organization to ensure:"
932,Logging,2,"The organization has developed log automation standards, but their implementation and tooling usage are inconsistent. It's crucial for the organization to ensure these standards are consistently applied."
932,Logging,3,"Every team adheres to the logging automation standards and policies defined by the organization. A standardized methodology and framework are employed to implement logging automation. Logging automation templates are universally shared throughout the organization. A centralized log aggregation infrastructure/tooling, such as Splunk, ELK, or Sumo, is utilized. Complete infrastructure logging is in place."
932,Logging,4,"Every team adheres to the organization's specified standards and policies for logging automation. The logging process is fully automated, employing a standardized methodology and framework. There is partial utilization of logging analytics and event correlation. All application teams have implemented a centralized log aggregation infrastructure or tool, such as Splunk, ELK, or Sumo. Complete infrastructure logging is in place."
932,Logging,5,"The organization utilizes defined standards for log automation to foster a culture of ongoing enhancement. Automation for systems, tools, and frameworks is shared universally across the organization. The logging process integrates and correlates security, compliance, infrastructure, and application logs. A centralized system for log aggregation, such as Splunk, ELK, or Sumo, is in place and widely used. The organization has achieved full implementation of infrastructure logging."
933,Monitoring,1,"The organization employs a customized, ad-hoc approach to the design and implementation of application, operational, and security monitoring. There are minimal or no monitoring standards or tools in place, and the configuration of monitoring is done manually. The organization's goal is to ensure:"
933,Monitoring,2,"Teams predominantly utilize fundamental tools within their operations, with occasional tool-sharing across different business units. There is a practice of documenting instances of failure. The organization has clearly established standards for operational and security monitoring."
933,Monitoring,3,"Every team utilizes tools defined by the organization, and these tools are universally shared across all business units. There is a fundamental process in place for recording all failure events. A standardized set of monitoring tools is implemented across the organization. More than 25% of teams are actively monitoring infrastructure and applications."
933,Monitoring,4,"Every team utilizes tools defined by the organization, with these tools being universally shared across all business sectors. There is a thorough data capture system in place for all instances of failure. Dedicated resources are available for support, and usage of these tools is widespread and formalized among all teams. A standardized monitoring system is implemented throughout the organization and is widely accepted. More than half of the teams are actively monitoring infrastructure and applications."
933,Monitoring,5,"Every team utilizes tools defined by the organization, promoting a universal tool-sharing culture across the business. There is a thorough recording of all failure events with dedicated resources available for support. The adoption of these tools is high and formalized among all teams, with leadership regularly assessing and modifying the tools as per business requirements. The monitoring process incorporates AI/ML capabilities to identify novel metrics and perform automatic remediation or self-healing. Monitoring standards, tooling, and implementation are standardized and widely adopted throughout the organization. Leadership support is evident."
934,RBAC,1,The organization lacks automation for role-based access and policies. The existing policies and procedures are insufficient to standardize the implementation of automated role-based access control (RBAC). The deployment of RBAC assignments and policies is manually done. There is a documented process for RBAC role assignments.
934,RBAC,2,"The organization has developed a basic role-based access system. Policies have been created or modified to guide the adoption and use of automated role-based access. Standard templates for core roles have been established. Integration with AD/LDAP is active. However, role-based access control assignments and policies are currently deployed manually. An assessment is required to identify additional roles and policies needed by the organization."
934,RBAC,3,"Roles and policies for the core infrastructure are clearly defined, managed, and standardized through automation. Standard templates are created for all IT roles, and single-sign-on integration is in place. There are well-documented processes and policies for assigning roles, and a standardized process for automating group membership is established."
934,RBAC,4,"Automation is standardized and encompasses applications, service accounts, and third-party integrations. To maintain the principle of least privilege, roles and policies undergo continuous reviews. Single-Sign-On (SSO) is implemented across the enterprise for all infrastructure and application teams. The lifecycle of Role-Based Access Control (RBAC) is automated for applications, service accounts, and third-party integrations. There is a 100% adoption rate of SSO throughout the enterprise."
934,RBAC,5,All roles and policies are centrally managed and automated. Regular reviews are conducted to ensure their suitability and applicability. Dashboards and reports related to policies are available to detect and prevent deviations from approved baselines. A continuous review policy is in place to ensure that all roles and policies remain automated and centrally managed.
935,Release Management Process,1,"The organization acknowledges the importance of a unified release and deployment process and has assigned a leader for this task. Presently, only a handful of teams utilize release management programs that facilitate either automated or manual releases on a project-by-project basis. Similarly, only a few teams employ the same release management system. The majority of release management deployments are manually executed. In addition, manual ad hoc releases are also present. The review and approval processes for release management are less than 25% automated."
937,Test Automation (Shift Left),1,"A few teams use automated testing techniques, but their usage is inconsistent. The main strategy continues to be manual testing."
937,Test Automation (Shift Left),2,"Majority of the teams utilize automated testing on a regular basis. The company appreciates enhanced testing capabilities and outcomes, but does not consider them as a priority. Manual testing is employed by at least 50% of the IT teams."
937,Test Automation (Shift Left),3,"Automated testing design and implementation are standardized for infrastructure deployments. Every team adheres to a specific process that involves some form of test automation, and enhancing these capabilities is considered a business priority and valuable to the organization. Test automation standards have been established across the organization. More than 50% of IT teams have scripted testing in place."
937,Test Automation (Shift Left),4,"Full stack deployments are consistently subjected to end-to-end integration testing within CI/CD pipelines. All teams have mutually agreed upon a specific set of test automation coverage, and a procedure is established to incorporate these methodologies into every project. Teams regularly assess the efficiency of existing capabilities in comparison to future requirements. Test Automation standards have been set across the organization. Scripted testing is implemented by 95% or more of IT teams."
937,Test Automation (Shift Left),5,"The organization employs fully automated deployments, utilizing comprehensive testing to foster a culture of continuous enhancement. All teams have collectively agreed upon a specific set of test automation coverage, and a procedure is established to incorporate these methodologies into every project. Leadership regularly assesses the efficiency of existing capabilities against current and future business requirements, drawing on past successes and team feedback. The organization has set up test automation standards that apply across the board. Automated testing is an integral part of the CICD pipeline."
938,Workflow Automation,1,"Only a small number of teams utilize workflows occasionally, and there are no company-wide policies to direct their usage. The implementation of workflow automation processes is minimal to non-existent, with manual exchanges between teams being the norm. Workflow automation is applied inconsistently, varying from team to team."
938,Workflow Automation,2,"Most teams primarily rely on informal workflows with minimal standardization, often resorting to unique and custom solutions. While the organization recognizes the importance of workflow automation, it hasn't been prioritized. Workflow automation is sporadically implemented on a team-by-team basis, with only a few teams currently utilizing it."
938,Workflow Automation,3,"Workflow Automation standards have been clearly defined and policies and procedures have been established across the company, with a focus on standardization and implementation. Basic templates for workflow implementation are available. ITSM/Workflow Management standards and policies are also defined. The standards, policies, and tools for Organizational Workflow Automation are well-defined."
938,Workflow Automation,4,"Workflow procedures are established, prioritized strategically across all teams, and widely adopted. Standardized workflow templates are created to fulfill the majority of business requirements. The team assesses the effectiveness of these templates and makes necessary adjustments. ITSM/Workflow Management standards and policies are clearly defined. Over half of the teams utilize ad-hoc workflow automation."
938,Workflow Automation,5,"Workflow review processes and procedures have been formalized and are considered a strategic priority across all teams, with high levels of adoption. Teams actively monitor and evaluate the effectiveness of workflows. Leadership consistently reviews workflow success and makes necessary adjustments to meet evolving business requirements. ITSM/Workflow Management standards and policies have been established. Over 75% of teams regularly utilize workflow automation."
939,Communication/Collaboration,1,"Criterion: Development and operations teams will cooperate and pursue ongoing improvement upon request. Collaboration will occur as required, with inter-team communication happening informally through channels such as the intranet, instant messaging, or casual conversations."
939,Communication/Collaboration,2,"Maturity Level 1 Criterion: The development and operations teams maintain consistent collaboration, striving for ongoing enhancement of their support for various DevOps projects. Interaction between the two teams occurs regularly to a certain extent. The process to secure resources or time is less administrative, but is only feasible during periods of reduced activity."
939,Communication/Collaboration,3,The development and operations teams follow a standardized and documented process for cross-team collaboration and learning. Digital tools such as Wikis are in place to facilitate communication and collaborative work.
939,Communication/Collaboration,4,"Development and operations teams utilize a standardized, documented approach for inter-team collaboration and learning. This continuous learning process is part of a broader strategic effort, with success metrics in place for tracking progress. The criterion also emphasizes cross-functional communication and collaboration. Tactics like scaled agile are employed to share relevant information with a larger audience."
939,Communication/Collaboration,5,"Optimized: Development and operations teams follow a standardized, documented procedure for inter-team collaboration and learning. This ongoing learning process is part of a broader strategic initiative, with success measured through specific metrics. Leadership is committed to regular restructuring to improve these metrics for continuous learning and collaboration. There is a focus on ensuring alignment between teams, with leadership regularly reviewing individual department goals and targets. This not only maintains alignment but also fosters inter-team collaboration."
